                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     59,                 1.4988,                0.92978,                 1.3635,                0.66526,                0.64555,                0.65838,                0.35837,                 1.7825,                 1.0574,                 1.5273,              0.0088516,              0.0088516,              0.0088516
                     60,                 1.4798,                0.91067,                 1.3633,                0.67436,                0.65154,                0.66187,                0.36488,                 1.7678,                  1.017,                 1.5427,              0.0088318,              0.0088318,              0.0088318
                     61,                 1.5072,                0.92819,                 1.3675,                0.62538,                0.63813,                0.65322,                0.35437,                 1.7654,                 1.0385,                 1.5427,               0.008812,               0.008812,               0.008812
                     62,                 1.4854,                0.91262,                 1.3598,                0.66691,                0.64474,                0.65749,                0.35866,                 1.7683,                  1.027,                 1.5579,              0.0087922,              0.0087922,              0.0087922
                     63,                 1.4956,                0.91391,                 1.3725,                0.65898,                0.66031,                0.66469,                0.36578,                 1.7641,                 1.0229,                 1.5131,              0.0087724,              0.0087724,              0.0087724
                     64,                 1.4744,                0.90911,                 1.3583,                0.67145,                0.65841,                0.66388,                0.36514,                 1.7713,                  1.024,                  1.535,              0.0087526,              0.0087526,              0.0087526
                     65,                 1.4857,                0.91719,                 1.3595,                0.66058,                0.65064,                0.66438,                0.36071,                  1.773,                 1.0465,                 1.5366,              0.0087328,              0.0087328,              0.0087328
                     66,                   1.48,                0.90868,                 1.3655,                 0.6617,                0.64932,                0.65645,                0.36033,                 1.7593,                 1.0432,                 1.5421,               0.008713,               0.008713,               0.008713
                     67,                 1.4914,                0.91208,                 1.3468,                0.66416,                0.66129,                0.65454,                0.35722,                 1.7715,                 1.0746,                 1.5333,              0.0086932,              0.0086932,              0.0086932
                     68,                 1.4849,                0.91048,                 1.3544,                0.66061,                0.64393,                0.65748,                0.35781,                 1.7745,                 1.0389,                 1.5399,              0.0086734,              0.0086734,              0.0086734
                     69,                 1.4955,                0.91694,                 1.3613,                0.65738,                0.65496,                0.65558,                0.36127,                 1.7853,                 1.0354,                 1.5673,              0.0086536,              0.0086536,              0.0086536
                     70,                 1.4798,                0.89896,                 1.3666,                0.67783,                0.65919,                0.65861,                0.36357,                 1.7778,                 1.0396,                 1.5512,              0.0086338,              0.0086338,              0.0086338
