                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.8479,                 2.0034,                 1.9234,                0.64565,                0.49573,                0.56174,                0.29421,                 1.7983,                 1.4784,                 1.9015,              0.0033081,              0.0033081,              0.0033081
                      1,                 1.7099,                 1.4293,                  1.724,                0.57376,                0.58403,                0.59808,                0.32443,                 1.7931,                 1.3558,                 1.7894,              0.0066283,              0.0066283,              0.0066283
                      2,                 1.7129,                 1.4474,                 1.6986,                0.55763,                0.61265,                0.59623,                 0.3226,                 1.7849,                 1.4347,                 1.7822,              0.0099352,              0.0099352,              0.0099352
                      3,                 1.6972,                 1.3907,                 1.7049,                0.72778,                0.49609,                0.52792,                 0.2899,                 1.7823,                 1.4918,                 1.7905,              0.0099406,              0.0099406,              0.0099406
                      4,                 1.6848,                 1.3591,                 1.6917,                0.56728,                0.57314,                0.58758,                 0.3105,                 1.8169,                 1.4969,                 1.7965,              0.0099406,              0.0099406,              0.0099406
                      5,                 1.6958,                  1.312,                 1.7085,                0.59132,                0.59718,                0.60349,                0.33031,                 1.8061,                 1.3523,                 1.8136,              0.0099208,              0.0099208,              0.0099208
                      6,                 1.7062,                 1.3002,                 1.7112,                 0.6011,                0.59187,                0.62025,                0.33466,                 1.7805,                 1.3111,                 1.8153,               0.009901,               0.009901,               0.009901
                      7,                 1.6767,                 1.2461,                 1.6727,                0.57585,                0.58586,                0.60837,                0.33018,                 1.7654,                 1.3109,                 1.8271,              0.0098812,              0.0098812,              0.0098812
                      8,                 1.6707,                 1.2414,                 1.7134,                0.58562,                0.61639,                0.62408,                0.33367,                 1.7901,                 1.3069,                 1.8096,              0.0098614,              0.0098614,              0.0098614
                      9,                 1.6679,                 1.2286,                 1.6749,                0.61541,                0.60592,                0.61496,                0.33531,                 1.7389,                 1.2966,                 1.7613,              0.0098416,              0.0098416,              0.0098416
